unique_id,health_zone,health_area,date,key_quote,sample_comments,type,category,code,sample_comments_fr,type_fr,category_fr,code_fr,n
942,Beni,Kasabinyole,7/9/18,,"Why do they work so hard to combat Ebola, more than other illnesses like Diarrhea or Cholera?",Question,So_much_focus_on_Ebola,EVD vs other problems,"Pourquoi on combat beaucoup plus Ebola plus que d'autres maladies comme la Diarhée, colera?",Question,Tellement_d'attention_sur_Ebola,L'Ebola contre d'autres problèmes,1
943,Beni,Kasabinyole,7/9/18,,"The community says that the data that we are providing are given to president Kabila, in order to massacre.",Rumors_beliefs_observations,Ebola_is_a_scheme_of_government_or_others,Harming people (politics),"La communauté dit que les données que nous sommes entrain de collecter, c'est pour les remettre au President KABILA, pour la massacrer.",Rumeur_croyance_observation,Ebola_est_un_complot_du_gouvernement_ou_des_autres,Nuire aux gens (la politique),1
946,Beni,Tuungane,7/9/18,,The community thinks that this illness is diabolical (of the devil.) it is the doing of politicians,Rumors_beliefs_observations,Ebola_is_a_scheme_of_government_or_others,Ebola is a political tool,La communauté pense que cette maladie est diabolique. - C'est un fait des politiciens.,Rumeur_croyance_observation,Ebola_est_un_complot_du_gouvernement_ou_des_autres,Ebola est un outil politique,1
946,Beni,Tuungane,7/9/18,,The community thinks that this illness is diabolical (of the devil.) it is the doing of politicians,Rumors_beliefs_observations,Ebola_causes,Supernatural cause,La communauté pense que cette maladie est diabolique. - C'est un fait des politiciens.,Rumeur_croyance_observation,Origine_d_Ebola,Origine supernaturelle,1
947,Beni,Paida,7/9/18,,Make the vaccine available to all the community,Suggestion_request,Expand_or_modify_vaccination_prog.,Expand or modify vaccination program,Disponibiliser le vaccin à toute la communauté.,Suggestion_demande,Elargir_ou_modifer_le_programme_de_vaccination,Élargir ou modifer le programme de vaccination,1
948,Beni,Paida,7/9/18,1,why don't the ill survive even when they go to the hospital?,Question,Ebola_and_its_consequences,EVD cases and outcomes,Pourquoi les malades ne guerrissent pas même transferés à l'hopital?,Question,Ebola_et_ses_conséquences,Cas du virus Ebola et résultat,1
949,Beni,Paida,7/9/18,,They (?) return from Rwand to do away with us after an unknown period of time,Rumors_beliefs_observations,Ebola_is_a_scheme_of_government_or_others,Harming people (politics),Les……..reviennent du rwanda pour nous eliminer après uncertain temps.,Rumeur_croyance_observation,Ebola_est_un_complot_du_gouvernement_ou_des_autres,Nuire aux gens (la politique),1
950,Beni,Paida,7/9/18,,The free medications are fakes meant to kill us,Rumors_beliefs_observations,Critics_or_observations_of_health_system,Lack of confidence in medical services (includes harming people),Les medicaments gratuits sont piratés pour nous tuer.,Rumeur_croyance_observation,Critiques_ou_observations_du_système_de_santé,Manque de confiance: services medicaux (faire du mal aux gens inclu),1
951,Beni,Paida,7/9/18,,The nursing personnel display a lack of caring,Rumors_beliefs_observations,Critics_or_observations_of_health_system,Lack of confidence in medical services (includes harming people),Le personnel soignant affiche un laissé-allé.,Rumeur_croyance_observation,Critiques_ou_observations_du_système_de_santé,Manque de confiance: services medicaux (faire du mal aux gens inclu),1
952,Beni,Paida,7/9/18,,Who pays for the vaccines and the medications that are given to us for free?,Question,Diagnosis_treatment_and_ETC,"Diagnosis, treatment, ETC",Qui paiera le vaccin et les medicamments que nous recevons gratuitement?,Question,Diagnostique_traitement_et_CTE,"Diagnostique, traitement, CTE",1
952,Beni,Paida,7/9/18,,Who pays for the vaccines and the medications that are given to us for free?,Question,Vaccine,Other vaccine questions,Qui paiera le vaccin et les medicamments que nous recevons gratuitement?,Question,Vaccin,Autres questions sur le vaccin,1
953,Beni,Paida,7/9/18,,It is president Kabila who wants to kill us,Rumors_beliefs_observations,Ebola_is_a_scheme_of_government_or_others,Harming people (politics),C'est le President Kabila qui veut nous tuer.,Rumeur_croyance_observation,Ebola_est_un_complot_du_gouvernement_ou_des_autres,Nuire aux gens (la politique),1
954,Beni,Bundji,7/9/18,1,"They say that if a doctor catches Ebola, he will survive, but not an average person",Rumors_beliefs_observations,Ebola_characteristics_and_consequences,Outcomes of Ebola outbreak,"Les gens disent qui si c'est un medecin atteint d'Ebola, il va guerrir, mais jamais un simple citoyen.",Rumeur_croyance_observation,Ebola_caracteristiques_et_consequences,Conséquences de l'épidémie du virus Ebola,1
955,Beni,Paida,7/9/18,,Why don't they test for Ebola directly instead of taking the temperature that doesn't directly indicate Ebola?,Question,Diagnosis_treatment_and_ETC,"Diagnosis, treatment, ETC",Pourquoi il n'y a pas un testeur dirrect d'Ebola apart le thermomettre qui ne montre que la temperature et non la maladie d'Ebola dirrectement?,Question,Diagnostique_traitement_et_CTE,"Diagnostique, traitement, CTE",1
956,Beni,Kanzulinzuli,7/9/18,,The people say that it is president Kabila who wants to kill us for the purposes of the election,Rumors_beliefs_observations,Ebola_is_a_scheme_of_government_or_others,Harming people (politics),Les gens disent que c'est le President Kabila qui veut nous tuer pour des fins electoraux.,Rumeur_croyance_observation,Ebola_est_un_complot_du_gouvernement_ou_des_autres,Nuire aux gens (la politique),1
957,Beni,Kanzulinzuli,7/9/18,1,"Carefully analyze a case before transferring to the (Ebola treatment center), because this causes a lot of fear and it could be just a simple case of hemorragic fever.",Suggestion_request,Improve_health_care,Improve health care,Bien annalyser un cas avant de le transferer au centre parce que ça fait peur pendant qu'il peut sagir juste d'un simple cas d'hemoragie.,Suggestion_demande,Améliorer_les_soins_de_santé,Améliorer les soins de santé,1
958,Beni,Kanzulinzuli,7/9/18,1,Why isn't the vaccine available to all the population of Beni,Question,Vaccine,Unfair vaccine distribution,Pourquoi le vaccin n'est-il pas disponible pour toute la population de Beni?,Question,Vaccin,Distribution inéquitable du vaccin,1
959,Beni,Butsili,7/9/18,,"Once a sick person goes to the hospital, he doesn't come back , and his family can't even get information about where the body is going.",Rumors_beliefs_observations,Critics_or_observations_of_health_system,Lack of confidence in medical services (includes harming people),"Une fois le malade à l'hopital, il ne rentre plus et même sa famille n'a pas d'information sur la destination du corps de leur membre.",Rumeur_croyance_observation,Critiques_ou_observations_du_système_de_santé,Manque de confiance: services medicaux (faire du mal aux gens inclu),1
961,Beni,Butsili,7/9/18,,why the inavailability of the vaccine for all?,Question,Vaccine,Unfair vaccine distribution,Pourquoi l'indisponibilité du vaccin pour tous?,Question,Vaccin,Distribution inéquitable du vaccin,1
962,Beni,Butsili,7/9/18,,why don't the trainers have the thermoflash,Question,Diagnosis_treatment_and_ETC,"Diagnosis, treatment, ETC",Pourquoi les sensibilisateurs n'ont pas de thermoflash?,Question,Diagnostique_traitement_et_CTE,"Diagnostique, traitement, CTE",1
963,Beni,Butsili,7/9/18,,why does the ambulance transport someone without testing them first?,Question,Other_questions,"Travel, transport-related question",Pourquoi l'ambulance apporte quelqu'un sans le tester au préalable?,Question,Autres_questions,Question liée au voyage ou au transport,1
964,Beni,Mabakanga,7/9/18,,the coordinating (team)of Ebola does not explain sufficiently the evolution of the illness,Rumors_beliefs_observations,Critics_or_observation_of_the_response,Poor communication/ information,"la coordination d'EBOLA n'explique pas suffissamment l'évolution de la maladie,",Rumeur_croyance_observation,Critiques_et_observations_de_la_riposte,"Problèmes de communication, information",1
965,Beni,Mabakanga,7/9/18,1,There is a lack of clarity about what is going on,Rumors_beliefs_observations,Critics_or_observation_of_the_response,Poor communication/ information,Nous sommes dans le flou,Rumeur_croyance_observation,Critiques_et_observations_de_la_riposte,"Problèmes de communication, information",1
966,Beni,Mabakanga,7/9/18,,They need to increase the number of thermometres available in the schools because when they gave them to some schools they didn't give it to others,Suggestion_request,Other_suggestions_or_requests,Other suggestions,il faudra augmenter le nombre de thermometre à lazer dans les écoles parceque jusqu'à quand present d'autre écoles n'en ont pas,Suggestion_demande,Autres_suggestions_ou_demandes,Autres suggestions,1
967,Beni,Mabakanga,7/9/18,,why do they vaccinate the nurses but not their spouses,Question,Vaccine,Unfair vaccine distribution,pourquoi vacciner les infirmiers et laisser leurs épouses,Question,Vaccin,Distribution inéquitable du vaccin,1
968,Beni,Madrandele,7/9/18,,"two weeks after the outbreak in Mangina is declared over, but today you are still publishing the results (of tests?)",Question,Diagnosis_treatment_and_ETC,"Diagnosis, treatment, ETC",apres les deux semaine de la declaration d'EBOLA à MANGINA était déjà termines mais aujourd'hui vous continuez à publier des ersultats.,Question,Diagnostique_traitement_et_CTE,"Diagnostique, traitement, CTE",1
969,Beni,Madrandele,7/9/18,,All viruses can never be cured because at any time they change forms in a body,Rumors_beliefs_observations,Ebola_has_no_cure_always_results_in_death,"Ebola has no cure, always results in death",Tout le virus peuvent jamais guerir car à tout moment ils changent des formes dans un corps,Rumeur_croyance_observation,Ebola_ne_se_guérit_pas_entraine_toujours_la_mort,Ebola ne se guérit pas/entraîne toujours la mort,1
970,Beni,Madrandele,7/9/18,,"we want to know when there will be a vaccination program for our child in primary school and kindergarten, or where we would find information please",Question,Schools_or_children,EVD prevention at school,nous voulons quand il y aura le programme de vaccination de nos enfant de l'école primaire et maternele de ous tenir informer S.V.P.,Question,Ecoles_ou_enfants,Prévention Ebola à l’école,1
971,Beni,Madrandele,7/9/18,,Vaccination of everyone would be more helpful,Suggestion_request,Expand_or_modify_vaccination_prog.,Expand or modify vaccination program,La vaccination collectif drait mieux pour nous aider.,Suggestion_demande,Elargir_ou_modifer_le_programme_de_vaccination,Élargir ou modifer le programme de vaccination,1
972,Beni,Madrandele,7/9/18,,You shouldn't vaccinate children unless the parents agree with it,Suggestion_request,Expand_or_modify_vaccination_prog.,Expand or modify vaccination program,Il ne daut pas imposer à nos enfants le vaccin si son parent n'est pas d'accord avec.,Suggestion_demande,Elargir_ou_modifer_le_programme_de_vaccination,Élargir ou modifer le programme de vaccination,1
973,Beni,Madrandele,7/9/18,,"You say that the Ebola vaccine is effective and protects for three days, while a person has HIV and diabetes? (not sure about this one)",Question,Vaccine,Vaccine effectiveness,vous dites que le vaccin d'EBOLA est efficasse et prturbe la santé durant 3 jours maintenant qu'il y a-t-il avec les malades de SIDA et de Diabete?,Question,Vaccin,Efficacité du vaccin,1
974,Beni,Madrandele,7/9/18,,This can't harm them,Rumors_beliefs_observations,Other_rumors_beliefs_observations,"Other rumour, belief, observation",Ça ne peut leur cause du tort.,Rumeur_croyance_observation,Autres_rumeurs_croyances_observations,"Autre rumeur, croyance, observation",1
975,Beni,Malepe,7/9/18,,"Ebola is not an illness, it is caused by a political strategy (campaign)",Rumors_beliefs_observations,Ebola_is_a_scheme_of_government_or_others,Ebola is a political tool,Ebola n'est pas une maladie elle est causée apr la campagne(polique),Rumeur_croyance_observation,Ebola_est_un_complot_du_gouvernement_ou_des_autres,Ebola est un outil politique,1
975,Beni,Malepe,7/9/18,,"Ebola is not an illness, it is caused by a political strategy (campaign)",Rumors_beliefs_observations,Ebola_does_not_exist,Ebola does not exist,Ebola n'est pas une maladie elle est causée apr la campagne(polique),Rumeur_croyance_observation,Ebola_n'existe_pas,Ebola n'existe pas,1
976,Beni,Malepe,7/9/18,,"For married couples, you should help us with methods of protection",Suggestion_request,Community_health_promotion,Sexual transmission prevention,pour le cas des mariers il faut nous aide avec les methodes de protection.,Suggestion_demande,Sensibilisation_sur_Ebola,Prevention de la transmission sexuelle,1
977,Beni,Malepe,7/9/18,1,Bring us hand washing stations,Suggestion_request,Encourage_hand_washing,"Provide handwashing station (with water, soap)",Amener nous les lavabos,Suggestion_demande,Encourager_le_lavage_des_mains,"Fournir dispositif lavemain (avec l'eau, savon)",1
978,Beni,Malepe,7/9/18,,why do you put sick people in sacks (body bags),Question,Diagnosis_treatment_and_ETC,Poor health care services,pour quoi vous mettez les malades dans les sacs,Question,Diagnostique_traitement_et_CTE,Faible qualité de soins medicaux,1
979,Beni,Malepe,7/9/18,,we say bring the vaccine to the community,Suggestion_request,Expand_or_modify_vaccination_prog.,Expand or modify vaccination program,on dit d'amener le vaccin dans le communauté.,Suggestion_demande,Elargir_ou_modifer_le_programme_de_vaccination,Élargir ou modifer le programme de vaccination,1
980,Beni,Malepe,7/9/18,1,We say that we get the population to wash hands,Suggestion_request,Community_health_promotion,Community health promotion,Dit on que nous montons la population de ce lavée les mains.,Suggestion_demande,Sensibilisation_sur_Ebola,Sensibilisation sur Ebola,1
981,Beni,Malepe,7/9/18,,we have need of hand washing stations in the neighborhoods to protect us,Suggestion_request,Encourage_hand_washing,"Provide handwashing station (with water, soap)",nous avons de besois des lavabots dans des parcelles pour ce proteger,Suggestion_demande,Encourager_le_lavage_des_mains,"Fournir dispositif lavemain (avec l'eau, savon)",1
982,Beni,Malepe,7/9/18,1,What is Ebola?,Question,Ebola_and_its_consequences,EVD origin,Que ce que l'Ebola?,Question,Ebola_et_ses_conséquences,Origine du virus Ebola,1
983,Beni,Malepe,7/9/18,,Where does Ebola originate from?,Question,Ebola_and_its_consequences,EVD origin,d’où provient cette Virus d'Ebola?,Question,Ebola_et_ses_conséquences,Origine du virus Ebola,1
984,Beni,Malepe,7/9/18,,Vaccination worsens illness in the body,Rumors_beliefs_observations,Vaccine_suspicions_and_non-acceptance,Suspicious about the vaccine,le vaccin agrave la maladie dans le corps.,Rumeur_croyance_observation,Suspicions_a_propos_de_la_vaccin_et_non_acceptation,Suspicions à propos du vaccin,1
985,Beni,Malepe,7/9/18,,The doctor was beaten for confirming that a case was something other than Ebola.,Rumors_beliefs_observations,Other_rumors_beliefs_observations,Exaggerated threat of Ebola,Le docteur a été batu à l'hopital General pour cause de confirmer autre Maladie que c'est l'Ebola,Rumeur_croyance_observation,Autres_rumeurs_croyances_observations,Menace exagérée du virus Ebola,1
985,Beni,Malepe,7/9/18,,The doctor was beaten for confirming that a case was something other than Ebola.,Rumors_beliefs_observations,Critics_or_observations_of_health_system,Lack of confidence in medical services (includes harming people),Le docteur a été batu à l'hopital General pour cause de confirmer autre Maladie que c'est l'Ebola,Rumeur_croyance_observation,Critiques_ou_observations_du_système_de_santé,Manque de confiance: services medicaux (faire du mal aux gens inclu),1
986,Beni,Malepe,7/9/18,,The medicine is free to prepare for the death of many the day before,Rumors_beliefs_observations,Critics_or_observations_of_health_system,Lack of confidence in medical services (includes harming people),Le médicament est gartuit pour prepare la mort de plusieurs dans le jour avenir.,Rumeur_croyance_observation,Critiques_ou_observations_du_système_de_santé,Manque de confiance: services medicaux (faire du mal aux gens inclu),1
987,Beni,Malepe,7/9/18,,The strategy of the doctors to make lots of money,Rumors_beliefs_observations,Ebola_is_organized_business,Ebola is organized business (or someone making money),La politique de medecin pour gagne l'argent.,Rumeur_croyance_observation,Ebola_est_business_organisé,Ebola est business organisé (ou quelqu'un gagne de l'argent),1
988,Beni,Malepe,7/9/18,,vaccination of everyone,Suggestion_request,Expand_or_modify_vaccination_prog.,Expand or modify vaccination program,vaccination de tout le monde.,Suggestion_demande,Elargir_ou_modifer_le_programme_de_vaccination,Élargir ou modifer le programme de vaccination,1
989,Beni,Malepe,7/9/18,,(not sure..) the rapidity of providing tools for the population,Suggestion_request,Response_process_suggestions,Call for flexible efficient action of response personnel,La rapidité aux outil pour servir la population.,Suggestion_demande,Processus_de_riposte_suggestions,Appel à une action efficace et souple du personnel de la riposte,1
990,Beni,Malepe,7/9/18,,distributing soap to the population,Suggestion_request,Encourage_hand_washing,"Provide handwashing station (with water, soap)",Distribution des savons à la population.,Suggestion_demande,Encourager_le_lavage_des_mains,"Fournir dispositif lavemain (avec l'eau, savon)",1
991,Beni,Malepe,7/9/18,,Have we found the cure?,Question,Diagnosis_treatment_and_ETC,"Diagnosis, treatment, ETC",Est-ce que nous trouvons la guerrison?,Question,Diagnostique_traitement_et_CTE,"Diagnostique, traitement, CTE",1
992,Beni,Malepe,7/9/18,1,How many days does this illness last?,Question,Ebola_and_its_consequences,EVD cases and outcomes,cette maladie faira combien de jours?,Question,Ebola_et_ses_conséquences,Cas du virus Ebola et résultat,1
993,Beni,Rwangoma,7/9/18,,Ebola is political strategy,Rumors_beliefs_observations,Ebola_is_a_scheme_of_government_or_others,Ebola is a political tool,Ebola est politisée,Rumeur_croyance_observation,Ebola_est_un_complot_du_gouvernement_ou_des_autres,Ebola est un outil politique,1
994,Beni,Rwangoma,7/9/18,,We doubt their medicines,Rumors_beliefs_observations,Critics_or_observations_of_health_system,Lack of confidence in medical services (includes harming people),Nous doutons de vos médicaments,Rumeur_croyance_observation,Critiques_ou_observations_du_système_de_santé,Manque de confiance: services medicaux (faire du mal aux gens inclu),1
995,Beni,Rwangoma,7/9/18,,The ones said to be sick never return to their homes,Rumors_beliefs_observations,Ebola_has_no_cure_always_results_in_death,"Ebola has no cure, always results in death",les soit disant malades ne retourent pas à la maison,Rumeur_croyance_observation,Ebola_ne_se_guérit_pas_entraine_toujours_la_mort,Ebola ne se guérit pas/entraîne toujours la mort,1
996,Beni,Rwangoma,7/9/18,,ONGs are after money,Rumors_beliefs_observations,Critics_or_observation_of_the_response,Comment about responders (others),les ONG cherche de l'argens,Rumeur_croyance_observation,Critiques_et_observations_de_la_riposte,Commentaire à propos du personnel de la riposte (autres),1
996,Beni,Rwangoma,7/9/18,,ONGs are after money,Rumors_beliefs_observations,Ebola_is_organized_business,Ebola is organized business (or someone making money),les ONG cherche de l'argens,Rumeur_croyance_observation,Ebola_est_business_organisé,Ebola est business organisé (ou quelqu'un gagne de l'argent),1
997,Beni,Rwangoma,7/9/18,,we (need to?) cure Ebola,Suggestion_request,Other_suggestions_or_requests,Other suggestions,guerisons d'Ebola,Suggestion_demande,Autres_suggestions_ou_demandes,Autres suggestions,1
998,Beni,Rwangoma,7/9/18,,do people die or survive (Ebola)?,Question,Ebola_and_its_consequences,EVD cases and outcomes,les gens meurent ou ils guerrissent?,Question,Ebola_et_ses_conséquences,Cas du virus Ebola et résultat,1
999,Beni,Rwangoma,7/9/18,,Are all fevers Ebola?,Question,So_much_focus_on_Ebola,EVD vs other diseases,Tous fièvre est c' Ebola?,Question,Tellement_d'attention_sur_Ebola,L'Ebola contre d'autres maladies,1
1000,Beni,Mukulya,7/9/18,,Ebola doesn't exist,Rumors_beliefs_observations,Ebola_does_not_exist,Ebola does not exist,Ebola n'exite pas,Rumeur_croyance_observation,Ebola_n'existe_pas,Ebola n'existe pas,1
1001,Beni,Mukulya,7/9/18,,"If taken once to the hospital, they never come back",Rumors_beliefs_observations,Critics_or_observations_of_health_system,Lack of confidence in medical services (includes harming people),une fois améné à hopital ne revient plus,Rumeur_croyance_observation,Critiques_ou_observations_du_système_de_santé,Manque de confiance: services medicaux (faire du mal aux gens inclu),1
1002,Beni,Mukulya,7/9/18,,"all people with Ebola symptoms , (…?)",Question,Ebola_and_its_consequences,EVD symptoms,"toute personne qui présente le signes d'Ebola,",Question,Ebola_et_ses_conséquences,Symptomes d'Ebola,1
1003,Beni,Mukulya,7/9/18,,everyone should be vaccinated; give to us hand washing stations,Suggestion_request,Encourage_hand_washing,"Provide handwashing station (with water, soap)",que tous soient Vaccinés; Qu'on nous distrubut les lavabots.,Suggestion_demande,Encourager_le_lavage_des_mains,"Fournir dispositif lavemain (avec l'eau, savon)",1
1004,Beni,Mukulya,7/9/18,,Why classify all cadavres (deaths) as Ebola? Like Ebola killed them all?,Question,So_much_focus_on_Ebola,EVD vs other problems,Pour quoi assimiler tous les cadavres à Ebola? Comme s'il ya que Ebola qui tue?,Question,Tellement_d'attention_sur_Ebola,L'Ebola contre d'autres problèmes,1
1005,Beni,Mabolio,7/9/18,,Ebola is sorcery (demon).,Rumors_beliefs_observations,Ebola_causes,Supernatural cause,Ebola c'est la sorcélérie (demo).,Rumeur_croyance_observation,Origine_d_Ebola,Origine supernaturelle,1
1006,Beni,Mabolio,7/9/18,,"Ebola doesn't exist it is a political strategy of organizations, complicit with the government congolaise so that the elections don't take place in 2018",Rumors_beliefs_observations,Ebola_is_a_scheme_of_government_or_others,Ebola is a political tool,Ebola n'existe pas c'est une politique des organismes à complicité avec les gouvernement congolais pour que les élection ne se fasse pas à 2018 ×15.,Rumeur_croyance_observation,Ebola_est_un_complot_du_gouvernement_ou_des_autres,Ebola est un outil politique,1
1006,Beni,Mabolio,7/9/18,,"Ebola doesn't exist it is a political strategy of organizations, complicit with the government congolaise so that the elections don't take place in 2018",Rumors_beliefs_observations,Ebola_does_not_exist,Ebola does not exist,Ebola n'existe pas c'est une politique des organismes à complicité avec les gouvernement congolais pour que les élection ne se fasse pas à 2018 ×15.,Rumeur_croyance_observation,Ebola_n'existe_pas,Ebola n'existe pas,1
1007,Beni,Mabolio,7/9/18,,hidden business of the NGO's,Rumors_beliefs_observations,Ebola_is_organized_business,Ebola is organized business (or someone making money),commerce indirect des ONG,Rumeur_croyance_observation,Ebola_est_business_organisé,Ebola est business organisé (ou quelqu'un gagne de l'argent),1
1008,Beni,Mabolio,7/9/18,,that the governement provides us with hand washing stations during this Ebola period,Suggestion_request,Encourage_hand_washing,"Provide handwashing station (with water, soap)",que les gouvernement nous dote des lavabots à cette priode d'Ebola,Suggestion_demande,Encourager_le_lavage_des_mains,"Fournir dispositif lavemain (avec l'eau, savon)",1
1009,Beni,Mabolio,7/9/18,,vaccination of the community,Suggestion_request,Expand_or_modify_vaccination_prog.,Expand or modify vaccination program,la vaccination de la communauté,Suggestion_demande,Elargir_ou_modifer_le_programme_de_vaccination,Élargir ou modifer le programme de vaccination,1
1010,Beni,Mabolio,7/9/18,,the community asks for personal protection materials for first aid for (Ebola) cases,Suggestion_request,Need_for_other_materials,Provide protective clothing,la communauté demande les materiaux de protection pour le premier soin des cas,Suggestion_demande,Besoin_d’autres_matériaux,Donner des habits protectifs,1
1011,Beni,Mabolio,7/9/18,,we must pray a lot that God alone save the children,Suggestion_request,Other_suggestions_or_requests,Prayers,il faut beaucoup prié que Dieu seul sauve ses enfants,Suggestion_demande,Autres_suggestions_ou_demandes,Prières,1
1012,Beni,Mabolio,7/9/18,,why are all of the illnesses confused with Ebola?,Question,So_much_focus_on_Ebola,EVD vs other diseases,pour quoi toutes les maladies sant confondus à virus d'Ebola,Question,Tellement_d'attention_sur_Ebola,L'Ebola contre d'autres maladies,1
1013,Beni,Mukulya,7/9/18,,Money is circulating around town for denunciation of all of the suspect cases of Ebola,Rumors_beliefs_observations,Ebola_is_organized_business,Ebola is organized business (or someone making money),L4argent circule en ville pour tout dénonciation de cas suspect d'Ebola,Rumeur_croyance_observation,Ebola_est_business_organisé,Ebola est business organisé (ou quelqu'un gagne de l'argent),1
1014,Beni,Mukulya,7/9/18,,"Ebola doesn't exist, it is a financial strategy and a sacrifice (possibly massacre), on the part of political people to maintain power",Rumors_beliefs_observations,Ebola_is_organized_business,Ebola is organized business (or someone making money),"L' Ebola n'existe pas, il s'agit d'une politique commerciale et un sacrifice des hommes politiques pour sauvearder le pouvoir",Rumeur_croyance_observation,Ebola_est_business_organisé,Ebola est business organisé (ou quelqu'un gagne de l'argent),1
1014,Beni,Mukulya,7/9/18,,"Ebola doesn't exist, it is a financial strategy and a sacrifice (possibly massacre), on the part of political people to maintain power",Rumors_beliefs_observations,Ebola_is_a_scheme_of_government_or_others,Harming people (politics),"L' Ebola n'existe pas, il s'agit d'une politique commerciale et un sacrifice des hommes politiques pour sauvearder le pouvoir",Rumeur_croyance_observation,Ebola_est_un_complot_du_gouvernement_ou_des_autres,Nuire aux gens (la politique),1
1015,Beni,Mukulya,7/9/18,1,The vaccine given to the health agents is not the same vaccine that is given to the people,Rumors_beliefs_observations,Vaccine_suspicions_and_non-acceptance,Unfair vaccine distribution,Le vacin donné aux agents de la santé n'est pas le même quon donnne à la population,Rumeur_croyance_observation,Suspicions_a_propos_de_la_vaccin_et_non_acceptation,Distribution injuste du vaccin,1
1016,Beni,Mukulya,7/9/18,,that the Ebola team collaborates with doctors from other health agencies in order to avoid confusion,Suggestion_request,Improve_health_care,Improve health care,que l'equipe d'Ebola collabore avec les édecin des autres structures sanitiares en fin d'eviter la onfusion,Suggestion_demande,Améliorer_les_soins_de_santé,Améliorer les soins de santé,1
1017,Beni,Mukulya,7/9/18,,The humanitarians should focus better on their own work instead of letting themselves be manipulted by the politicians who always do the worst to the population,Suggestion_request,Other_suggestions_or_requests,Other suggestions,les humanitaires doivent bien exercer leur tâche au lieu de se laisse manupiler par les politiciens qui cherchent toujours le malheur de la population,Suggestion_demande,Autres_suggestions_ou_demandes,Autres suggestions,1
1018,Beni,Mukulya,7/9/18,,the vaccine should be the same for everyone,Suggestion_request,Expand_or_modify_vaccination_prog.,Expand or modify vaccination program,le vaccin doit être uniforme pour tout le monde,Suggestion_demande,Elargir_ou_modifer_le_programme_de_vaccination,Élargir ou modifer le programme de vaccination,1
1019,Beni,Mukulya,7/9/18,,Why do the Ebola team agents stationed in front of the barriers have to take the name and address of everyone who passes?,Question,Response_processes,Response processes,pourquoi les agrents d'Ebola placés à la barriere doivent ils prendre les identités et adresse des passants?,Question,Processus_de_riposte,Processus de riposte,1
1020,Beni,Mukulya,7/9/18,,Does hand washing have anything to do with a person's identity?,Question,Response_processes,Response processes,est-ce que le lavage des mains a le rapport avec l'identité de quelqu'un?,Question,Processus_de_riposte,Processus de riposte,1
1021,Beni,Mukulya,7/9/18,,Isn't it a conspiracy?,Question,Other_questions,Questions indicating suspicion,N'est ce pas une complicité?,Question,Autres_questions,Questions indiquant de la suspicion,1
1022,Beni,Mabolio,7/9/18,,The free medications given by AS are bad products that are designed to destroy the bodies of the people of Beni,Rumors_beliefs_observations,Critics_or_observations_of_health_system,Lack of confidence in medical services (includes harming people),les medicaments gratuit donné par le AS sont de mauvais produits qui est propsé pour detriure l'organisme de la population de Beni.,Rumeur_croyance_observation,Critiques_ou_observations_du_système_de_santé,Manque de confiance: services medicaux (faire du mal aux gens inclu),1
1023,Beni,Mabolio,7/9/18,,They should distribute to the entire population the washing kit,Suggestion_request,Encourage_hand_washing,"Provide handwashing station (with water, soap)",il faut distrubuer à toute la population de beni le Kit de lavabots,Suggestion_demande,Encourager_le_lavage_des_mains,"Fournir dispositif lavemain (avec l'eau, savon)",1
1024,Beni,Mabolio,7/9/18,,why aren't they vaccinating the entire population of Beni,Question,Vaccine,Unfair vaccine distribution,pourquoi on ne vaccine pas toute la population de Beni.,Question,Vaccin,Distribution inéquitable du vaccin,1
1025,Beni,Kasanga,7/9/18,,Did they say that the vaccine in Question.Question is poison?,Question,Vaccine,Vaccine safety,Dit- t-on que le vacin en Question.Question est un poison?,Question,Vaccin,Innocuité du vaccin,1
1027,Beni,Kasanga,7/9/18,1,When will this epidemic be over?,Question,Ebola_and_its_consequences,Duration of outbreak,quand prendre fin cette épidemni?,Question,Ebola_et_ses_conséquences,Durée de l'épidémie du virus Ebola,1
1028,Beni,Ngongolio,7/9/18,,"In the cemetary of Mt. le Cayoux, the teams that transport the victims that are sick, they put in a body bag and then say that they are dead",Rumors_beliefs_observations,Critics_or_observations_of_health_system,Lack of confidence in medical services (includes harming people),Dans le cimetière on mt le cayoux. Les équipe qui transporte les victime qui sont malade le mettent dans le sac mortière enfrmé entièrement puis il dit qu'il sont mort.,Rumeur_croyance_observation,Critiques_ou_observations_du_système_de_santé,Manque de confiance: services medicaux (faire du mal aux gens inclu),1
1028,Beni,Ngongolio,7/9/18,,"In the cemetary of Mt. le Cayoux, the teams that transport the victims that are sick, they put in a body bag and then say that they are dead",Rumors_beliefs_observations,Problems_with_SDB,"Mutilation, theft of organs or cadavers",Dans le cimetière on mt le cayoux. Les équipe qui transporte les victime qui sont malade le mettent dans le sac mortière enfrmé entièrement puis il dit qu'il sont mort.,Rumeur_croyance_observation,Problemes_avec_EDS,"Mutilations, voler des organes ou cadavres",1
1029,Beni,Ngongolio,7/9/18,,why is it that all of those trasferred to the Ebola treatment center are dead?,Question,Diagnosis_treatment_and_ETC,"Diagnosis, treatment, ETC",pourquoi toutes transfert à la centre d traitement Ebola (CTI) tous sont mort,Question,Diagnostique_traitement_et_CTE,"Diagnostique, traitement, CTE",1
